Year,Month,Paper,Question,Part,Stimulus / Scenario,Question Text,Marks,Markscheme,Explanation
2023,June,22,2,Stimulus,"Thai commercial bank merger, effects on prices and lending, role of private sector banks in a market economy",Scenario about banking and market systems,-,,
2023,June,22,2,a,Thai banks stimulus,"Identify two influences, other than price, on a customer’s choice of bank.",2,services provided; amount willing to lend; size of bank; online facilities; location; interest paid or charged; where family banks; advertising; green investments; community involvement; reputation; confidence in the bank / reliability / safety; relationship with staff; whether foreign currency can be exchanged,"If more than two influences given, consider the first three. Not accepting brand loyalty. Accept whether the bank offers Islamic banking. Also accept interest on its own."
2023,June,22,2,b,Thai banks stimulus,Explain two reasons why a merger may result in higher prices for consumers.,4,More market power / less competition / monopoly power / may become a monopoly can raise price as consumers will not be able to switch to other firms / demand may become more inelastic / can control price / become a price maker; May experience diseconomies of scale / example of a diseconomy of scale that may be experienced raise prices due to higher (average) costs; Carrying out the merger may be expensive price raised to cover the cost of e.g. retraining staff / making some staff redundant.,"One mark for each of two reasons identified and one mark for each of two explanations. If more than two reasons given, consider the first three. Can accept higher cost if linked to diseconomies of scale or carrying out the merger. Not accepting the idea of higher costs because the firm will be larger (idea of higher total costs)."
2023,June,22,2,c,Thai banks stimulus,Analyse how an increase in bank lending can benefit an economy.,6,It could increase consumer expenditure increase total demand raise employment /reduce unemployment reduce deflation. It could increase investment / increase spending on capital goods benefit from advances in technology / innovation / better quality capital goods increase productivity raise the quality of products lower price increase exports lower imports improve the current account balance cause economic growth / increase GDP / increase output / encourage firms to expand / new firms to set up. May enable the people to improve skills / to set up small business / buy basic necessities / reduce poverty. Lend to firms in financial difficulties stop them going out of business.,None
2023,June,22,2,d,Thai banks stimulus,Discuss whether or not a market economy allocates resources in the best possible way.,8,Why it might: price moves to reflect changes in demand and supply; resources move from products falling in demand towards those rising in demand; profit incentive for firms to produce what consumers demand / consumer sovereignty; competition results in efficiency which drives down costs and prices; changes in wages move labour to those jobs most in demand. Why it might not: merit goods are under-consumed so not enough resources are devoted to their production; demerit goods are overconsumed so too many resources are devoted to their production; no resources are devoted to public goods as there is no incentive to produce them; there may be factor immobility; monopolies may restrict output; external costs and benefits will not be taken into account when deciding on the allocation of resources.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,22,3,Stimulus,"Canadian firms increasing investment, improved quantity and quality of land and government efforts to prevent unemployment",Scenario about factors of production and investment,-,,
2023,June,22,3,a,Canada stimulus,Identify two objectives of private sector firms.,2,profit (maximisation); growth / high sales; greater market share / market dominance; survival; improving the environment,"Reward but do not expect profit satisficing, revenue maximisation, sales maximisation. Allow social welfare. If more than two objectives given, consider the first three."
2023,June,22,3,b,Canada stimulus,Explain one reason why the quantity of land may increase and one reason why the quality of land may increase.,4,Quantity of land: Reclamation creating land from the sea; Reduction in overfishing / hunting restoring stocks of fish / wildlife; Reduction in flooding avoiding soil erosion; Discovery of new natural resources e.g. of oil. Quality of land: Use of fertilisers raising productivity / efficiency / fertility of land; Reduction in pollution preventing damage / diseases; Good weather raising productivity efficiency / fertility of land.,One mark for identifying one reason why the quantity of land may increase and one mark for explaining that reason. One mark for identifying one reason why the quality of land may increase and one mark for explaining that reason.
2023,June,22,3,c,Canada stimulus,Analyse how an increase in investment may affect unemployment.,6,Spending on capital goods will increase total demand firms may expand their output / new firms may set up / economic growth may occur (may need more workers) to work with the capital equipment / demand for labour may increase / need more workers / increase job opportunities this can reduce cyclical unemployment. Investment in education / training / healthcare / research and development can raise productivity / skills increase mobility reduce structural unemployment. Investment in infrastructure increase geographical mobility reduce structural unemployment. It could cause unemployment as capital goods may replace workers / production may become more capital-intensive / demand for workers may decrease capital goods can be a substitute for labour cause technological unemployment.,Credit fall in unemployment / rise in unemployment only once. Reference to cyclical / structural / technological (unemployment) can be given an additional mark in each case if linked to a relevant point.
2023,June,22,3,d,Canada stimulus,Discuss whether or not a government should try to prevent a rise in unemployment.,8,Why it should not: unemployment may be low; reduction in unemployment may cause inflation; the resulting higher incomes may cause a current account deficit; unemployment can create flexibility; opportunity cost of government policy measures; a government may have other objectives.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,22,4,Stimulus,"Australian national minimum wage, dairy farming, substitutes between milk and soft drinks, exchange rate appreciation",Scenario about labour markets and exchange rates,-,,
2023,June,22,4,a,Australia stimulus,Identify two reasons why a government may set a national minimum wage (NMW).,2,to raise wages; to reduce poverty / raise living standards; reduce income inequality; to correct market failure / ensure fair wages / prevent exploitation of workers; to encourage job seeking / reduce unemployment; reduce emigration,"If more than two reasons given, consider the first three."
2023,June,22,4,b,Australia stimulus,Explain two causes of an increase in the value of a country’s floating foreign exchange rate.,4,Increase in demand for the currency rise in exports / exports exceeding imports / current account surplus due to higher incomes abroad lower inflation / deflation / lower prices for exports better quality; Increase in foreign investment in the country; Higher rate of interest attracts hot money flows; Speculation that the currency will rise in value; Decrease in supply of the currency fall in imports / fall in current account deficit fall in incomes at home lower inflation / higher prices of imports / fall in quality of imports; The country's firms reducing investment in other countries; Lower rate of interest in other countries reduce hot money going out of the country; Speculation that other currencies will fall in value.,Causes may be linked here in different ways. Also allow explanation of two causes of an increase in demand for the currency or two causes of a decrease in supply of the currency. Credit higher demand mark only once and lower supply mark only once.
2023,June,22,4,c,Australia stimulus,Analyse how an increase in the price of milk may affect the revenue earned by milk producers and soft drinks producers.,6,"Demand for milk is likely to fall / contraction in demand. The effect on the revenue of milk producers will depend on price elasticity of demand if demand is elastic, revenue will fall as demand will fall by a greater percentage than the rise in price if demand is inelastic, or demand is constant, revenue will increase as demand will fall by a smaller percentage than the rise in price. Demand for soft drinks is likely to increase the revenue of soft drinks producers is likely to rise as soft drinks are a substitute / alternative to milk.",None
2023,June,22,4,d,Australia stimulus,Discuss whether or not small firms are more likely to go out of business than large firms.,8,"Why they might: may have high average costs; less able to take advantage of economies of scale; may be less likely to get a loan from commercial banks; may have less retained profits; may be new, testing out whether there is demand, inexperienced entrepreneurs. Why they might not: less likely to experience diseconomies of scale; may receive financial assistance from the government; may have customer loyalty; may be more flexible; may be a monopoly in a niche / specialist market.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,22,5,Stimulus,"China economic growth, increased household spending, rising incomes of sportspeople and tariffs imposed by the US on Chinese imports",Scenario about trade and economic growth,-,,
2023,June,22,5,a,China stimulus,Identify the opportunity cost of households spending their income and the opportunity cost of Chinese firms exporting goods and services.,2,Saving; selling the products at home / consuming the products.,None
2023,June,22,5,b,China stimulus,Explain two reasons why some top sportspeople have high earnings.,4,High demand / inelastic demand for top sportspeople large crowds watch top sportspeople / events top sports events can be sold to TV firms for large fees high merchandise sales / sponsorship deals / high gate receipts / can generate high profits for firms; Low supply / inelastic supply of sportspeople / lack of substitutes high bargaining power top sports people are skilled / talented it may take years of training high level of experience some sports are dangerous.,Reasons may be linked in different ways. Also allow explanation of two reasons for high demand or two reasons for low supply. Reward but do not expect high mrp of labour and derived demand for labour.
2023,June,22,5,c,China stimulus,Analyse the reasons for imposing tariffs on imports.,6,To improve the current account balance make imports more expensive reduce demand for imports / increase net exports increase total demand. To protect domestic industries / infant industries / sunrise industries protect sunset / declining industries protect strategic industries to increase economic growth reduce unemployment / increase employment encourage people to switch from buying imports to buying domestically produced products. To raise revenue which the government can spend on e.g. education / reduce a budget deficit. To discourage the imports of harmful products / demerit goods example. To prevent dumping / unfair competition the selling of products at less than cost price / the selling of products produced by child labour. To retaliate against another country's tariffs. To prevent a fall in the exchange rate to prevent switch from domestic to foreign currency.,None
2023,June,22,5,d,China stimulus,Discuss whether or not a country with a high economic growth rate will have a deficit on the current account of its balance of payments.,8,"Why it might: incomes will rise and consumers may buy more imports; firms may switch products from foreign markets to the growing home market; firms may import more raw materials and capital goods; the country may experience inflation which may reduce its international price competitiveness. Why it might not: the economic growth may be export-led; economic growth may encourage more investment, this could raise the quality of domestically produced products and lower their prices; higher tax revenue may result in improvements in education and healthcare which could increase productivity; the country may impose trade restrictions / reduce exchange rate.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,23,1,Stimulus,"New Zealand aims to become carbon-neutral by 2050, reducing pollution from industries like milk and cars, replacing petrol vehicles, limiting cow numbers, and considering effects on exports, inflation, unemployment and macroeconomic performance",Source material about New Zealand’s carbon-neutral policy,-,,
2023,June,23,1,a,New Zealand stimulus,Calculate New Zealand’s GDP per head in 2020.,1,$39 000,Accept the correct figure without the $ sign.
2023,June,23,1,b,New Zealand stimulus,Identify two external costs arising from the milk and car industries.,2,Air pollution; Damages the environment (where wild animals live),"If more than two costs given, consider the first three."
2023,June,23,1,c,New Zealand stimulus,Explain the impact on a cow farmer’s profits if they are unable to find a different source of revenue.,2,"Profit is revenue minus costs; Profits will fall due to reduction in quantity sold / decrease in supply. Less revenue, less income for farmers, farmers may become unemployed.",Logical explanation required.
2023,June,23,1,d,New Zealand stimulus,Explain the two plans that the New Zealand government has to reduce external costs to the environment.,4,End imports of petrol-powered cars by 2032 decreasing the number of petrol-powered cars in New Zealand / reduce use of fossil fuels / by imposing an embargo/increasing the price of petrol-power cars / increasing usage of greener / electric cars. Limit the number of cows that each farmer has decreasing the amount of air pollution emitted by cows / less habitat damaged by cows / government fines to those who have more cows than permitted / imposing regulations.,One mark for each of two plans identified and one mark each for each of two explanations.
2023,June,23,1,e,New Zealand stimulus,Draw a demand and supply diagram to show the effect of a cheaper substitute on the market for petrol-powered cars.,4,Axes correctly labelled – price and quantity or P and Q; Original demand and supply curves correctly labelled; New demand curve shifted to the left; Equilibrium – shown by lines P1 and Q1 and P2 and Q2 or equilibrium points marked as E1 and E2.,Demand and supply diagram required.
2023,June,23,1,f,New Zealand stimulus,Analyse the relationship between a country’s share of world GDP (%) and its share of world carbon dioxide emissions (%).,5,"Positive relationship – the lower / higher total GDP as a % of world GDP, the lower / higher the carbon dioxide emission as a % of world GDP. As countries produce more goods and services which increases their GDP, their carbon emissions also increase as more factories / energy / transport needed for production. Exception: China/United States; China has 2nd highest GDP as a % of world GDP after the US but China has the highest carbon dioxide emission as a % of world GDP.","Responses do not have to be in a set format but they should address the expected relationship, offer supporting evidence, highlight exceptions, and analyse the overall data."
2023,June,23,1,g,New Zealand stimulus,Discuss whether or not an increase in exports of clean and green products will help the New Zealand government achieve its macroeconomic aims.,6,"Increase economic growth / GDP as increased exports lead to increased total demand; clean and green products may have higher demand and higher prices. Reduce its current account of the balance of payment deficit as value of exports will increase, increasing net exports, more inflow into the current account. Decrease unemployment as more goods produced requires more workers. Not all firms benefit as some firms which are less clean / green will lose revenues / profits, cut costs, hire less workers, increase unemployment. Increased total demand will lead to inflation, firms increase the price of their products since demand is higher, lower purchasing power of consumers / lower real income.","Each point may be credited only once, on either side of an argument, but separate development as to how/why the outcome may differ is rewarded."
2023,June,23,1,h,New Zealand stimulus,Discuss whether or not job losses caused by a change to a carbon-neutral economy will be harmful.,6,"Negative: increased poverty, possibility of increased crime, huge losses in the other firms that serve these communities, lost output, inefficient allocation of resources, occupational immobility, cost of retraining workers, double effect on government finances, structural unemployment, increases inequality. Not negative: temporary / frictional unemployment as other jobs in carbon-neutral economy are available, workers can move to other industries / develop skills for new jobs, new jobs may be higher paid, better air quality leads to better health / higher productivity, government spends less on health care.","Each point may be credited only once, on either side of an argument, but separate development as to how/why the outcome may differ is rewarded."
2023,June,23,2,Stimulus,Liechtenstein economy with low tax rates and low regulation attracting foreign firms despite high production costs,Scenario about taxation and banking,-,,
2023,June,23,2,a,Liechtenstein stimulus,Identify two types of cost to a firm.,2,"total cost, average total cost, fixed cost, variable cost, average fixed cost, average variable cost.","Accept any relevant costs e.g. labour cost. Accept abbreviations e.g. TC. If more than two costs given, consider the first three."
2023,June,23,2,b,Liechtenstein stimulus,Explain two roles of commercial banks for firms.,4,"Provide loans / overdrafts to banks / source of finance to fund investments / expansion / start-up / day to day operations. Help process payments, internet banking / fund transfers / credit card / debit card payments. Issuing bank drafts / bank cheques to help firms make payments. Safe place to store money / savings, firms making deposits / earn interest. Safekeeping of documents and other items in safe deposit boxes. Currency exchange to facilitate transfers between firms / international transactions. Provides insurance to reduce various risks to the firm.","One mark for each of two roles identified and one mark each for each of two explanations. If more than two roles given, consider the first three."
2023,June,23,2,c,Liechtenstein stimulus,Analyse the causes of differences in the level of income between countries.,6,"Difference in productivity, countries with higher productivity have higher incomes. Difference in availability of natural resources, e.g. oil or gold. Difference in population growth, countries with higher population growth have higher incomes as there are more people to produce goods and services. Differences in distribution of primary, secondary and tertiary sectors / level of development, those with higher secondary and tertiary sectors have higher incomes / more value added. Difference in level of saving and investment, higher savings leads to higher investment and higher productivity growth. Difference in education levels, higher education levels lead to higher incomes as workers have more qualification / skills / experience. Difference in health / healthcare standards, higher health / healthcare standards lead to higher incomes as workers produce more / are more productive.","Alternatively, accept arguments which describe reasons for lower incomes."
2023,June,23,2,d,Liechtenstein stimulus,Discuss whether or not low tax rates benefit an economy.,8,"Why low tax rates might benefit: low corporation tax encourages investment, growth and employment; low income tax encourages work and increases disposable income/consumption; low indirect tax reduces costs and inflation/increases export competitiveness. Why low tax rates might not benefit: reduces government revenue for public goods/infrastructure; may increase pollution/environmental degradation; low direct tax may be inflationary or increase inequality; low tax on demerit goods may worsen health/market failure; low tariffs may worsen current account.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,23,3,Stimulus,"Decline in Chinese restaurants in the UK due to falling demand, increased competition and reluctance of small firms to invest in technology",Scenario about small firms and demand,-,,
2023,June,23,3,a,UK restaurants stimulus,Identify two challenges facing small firms.,2,Raising finance; May not be able to employ specialist staff; Less well known; Managing cash flow; Survival / may have high level of competition; Not able to take advantage of economies of scale / high average cost.,"If more than two challenges given, consider the first three. Accept any reasonable challenges."
2023,June,23,3,b,UK restaurants stimulus,Explain two possible opportunity costs for firms if they invest in the latest technology.,4,"They may not be able to pay as much in wages, forgoing having extra workers to help in their business / more skilled workers. They may not be able to get good quality raw materials, sacrificing the quality of their product. They may not be able to operate in a good location, making it more difficult for customers to reach the firm. They may not be able to buy land for expansion. They may not be able to spend on advertising / marketing / spending on the brand, forgoing the opportunity to increase demand. Retained profits could have been distributed to the owners.","One mark for each of two opportunity costs identified and one mark each for each of two explanations. If more than two given, consider the first three."
2023,June,23,3,c,UK restaurants stimulus,Analyse two causes of a fall in demand for a product such as Chinese food.,6,"Decrease in price of substitutes / better quality substitutes increasing demand for substitutes such as Indian food. Increase in the price of complements, e.g. delivery charges. Decrease in income decreasing demand for Chinese food as people eat out less, if eating out is seen as a luxury good. Change in tastes / trends moving away from Chinese food, increasing demand for other types of food. Decrease in quality of Chinese food due to lack of investments; a health report about the advantages of eating another type of food. Lack of advertising due to little investment in marketing, leading to less popularity / less awareness of product.","If more than two causes given, consider the first three."
2023,June,23,3,d,UK restaurants stimulus,Discuss whether or not competition is harmful to a firm.,8,Why competition might be harmful: reduction in market share; less revenues / less profits; less growth; less reinvested profits – less innovation; may need to lower prices / spend more in order to compete; may be difficult to enter or stay in an industry if there are large firms with low average costs. Why competition might not be harmful: less complacency; more innovation; increase quality of goods and services produced; domestic competition leads to international competitiveness.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,23,4,Stimulus,Albania experienced increased emigration after a recession and government policies aim to attract workers back,Scenario about migration and labour markets,-,,
2023,June,23,4,a,Albania stimulus,Define emigration.,2,Emigration is when people exit / leave a country to live in another country.,
2023,June,23,4,b,Albania stimulus,Explain two causes of a recession.,4,"Fall in total demand / low economic activity due to lower consumer confidence / falling consumption / falling government spending / falling exports / increase imports. Fall in investment leading to fall in productive capacity. Fall in population e.g. due to emigration, leading to a fall in number of workers. Wars / natural disasters causing destruction of factors of production. Higher interest rates leading to lower borrowing / consumption / investments. Decreased consumer / investor confidence decreasing consumption / capital flight. Higher income / corporation taxes leading to falling disposable income for consumption / falling after tax profits leading to lower investments. Lower productivity reducing demand for the country's output.","If more than two causes given, consider the first three."
2023,June,23,4,c,Albania stimulus,Analyse policy measures a government could use to attract workers to return to their home country.,6,"Increase national minimum wage to attract more unskilled / low-paid workers to return. Expansionary fiscal policy / expansionary monetary policy to increase job opportunities. Improved education / healthcare / housing / higher pensions to raise living standards. Better working conditions / quality of life, regulations to protect workers, better fringe benefits. Greater security in the country e.g. gun controls. Labour market reforms making it easier for firms to hire, creating more job opportunities. Lower direct taxes to increase after-tax income / disposable income. Deregulation encourages more firms to start up, encouraging more entrepreneurs. Improving incentives to work and invest, leading to more demand for workers. Measures to reduce inflation, making lower cost of living attractive.",
2023,June,23,4,d,Albania stimulus,Discuss whether or not an economy benefits from many of its students studying abroad.,8,"Why an economy might benefit: students gain better skills/experiences abroad; returning students increase productivity; learn about new technologies; make future business contacts; bring back new ideas/products; decrease poverty; less spent on education by government. Why an economy might not benefit: students might not return (brain drain); money spent abroad (money outflow); only a small proportion can afford it, increasing inequality; lack of development of domestic higher education; unemployment of teachers/lecturers in the country.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,June,23,5,Stimulus,"Wisconsin economy where industries such as food processing, tourism and education contribute to government budget and population growth, generating private and external benefits",Scenario about government revenue and population growth,-,,
2023,June,23,5,a,Wisconsin stimulus,Define government budget.,2,Government budget is a plan / forecast for government expenditure and government revenue.,
2023,June,23,5,b,Wisconsin stimulus,"Explain, with examples, the difference between private benefits and external benefits.",4,"Private benefits are benefits incurred by the consumers or producers of a product; for example, getting a better job in the future for those consuming education / profits that a firm earns. External benefits are benefits incurred by the third party; for example, increased productivity due to better education and better healthcare as a result of better qualified doctors.",Logical explanation required.
2023,June,23,5,c,Wisconsin stimulus,Analyse the reasons why workers employed in education may earn more than workers employed in other industries.,6,"Higher demand for education workers due to higher demand for education than other industries; demand for education workers is derived demand. Lower supply, less people available to work in education e.g., not many qualified people want to become teachers / lecturers. Higher bargaining strengths, stronger trade unions e.g., teachers' union is very strong. Less discrimination, everyone is paid according to their level of productivity. More favourable government policy for workers in education / government spends more on education, higher wages set by the government as education is essential. More skilled, long-term training required, higher productivity. Tertiary workers earn more, more value added.",
2023,June,23,5,d,Wisconsin stimulus,Discuss whether or not having a large population is beneficial for the economy.,8,"Why a large population might be beneficial: high labour supply – high productive capacity; workers can be taxed – enabling spending on public services; high spending leads to high total demand – high economic growth; high investment as firms can gain more profit or find more workers; high competition amongst workers – high quality / productivity of workers; many entrepreneurs – increased competition – increased innovation; high demand – economies of scale for firms. Why a large population might not be beneficial: strain on resources – e.g., lack of proper housing, schools, hospitals; external costs – e.g., pollution; high total demand could lead to demand-pull inflation; shortage of jobs – increased unemployment; it depends upon the composition of the population e.g., large proportion of under 5's will not increase output in the short run.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,November,21,1,Stimulus,"Cambridge (UK) economy focused on education, research and high-tech industries, strong exports, highly educated workforce, free trade support, but high land and housing costs",Source material about Cambridge economy and education sector,-,,
2023,November,21,1,a,Cambridge stimulus,Calculate the total number of people in Cambridge aged 18–29 in 2019.,1,37 440,None
2023,November,21,1,b,Cambridge stimulus,Identify two types of industries in Cambridge that operate in the tertiary sector.,2,Education; Healthcare; Research and development,"If more than two types are given, consider the first three."
2023,November,21,1,c,Cambridge stimulus,Identify two benefits of having highly knowledge-intensive exports.,2,Exports highly priced; Price inelastic in demand; Increased demand for exports (due to increased global incomes),"If more than two benefits are given, consider the first three. Accept high value for highly priced."
2023,November,21,1,d,Cambridge stimulus,Explain how having a more educated labour force can reduce poverty.,4,a more educated labour force will be more skilled / more productive enabling them to earn higher wages able to afford basic necessities. a more educated labour force may have more job opportunities / less unemployment wages may be higher than unemployment benefits. a more educated labour force has access to more information on health increasing the ability to work have access to better healthcare.,Logical explanation required.
2023,November,21,1,e,Cambridge stimulus,Draw a demand and supply diagram to show the effects of increased global income on the market for education in Cambridge.,4,Axes correctly labelled – price and quantity or p and q; Original demand and supply curves correctly labelled; New curve shifted to the right; Equilibriums – shown by lines P1 and Q1 and P2 and Q2 or equilibrium points marked as E1 and E2.,Demand and supply diagram required.
2023,November,21,1,f,Cambridge stimulus,Analyse the relationship between the percentage of population aged 25–64 with a university degree and GDP per head.,5,"Expected relationship: Positive / direct relationship the higher percentage of population with a university degree, the higher the GDP per head. Analysis of expected relationship: as percentage of population with a university degree increases, the more skills / qualification they will have therefore, they have higher productivity and can earn more. Supporting evidence: e.g. Indonesia lowest percentage of population with a university degree, lowest GDP per head; Canada, Switzerland and UK have the highest three in each category; Colombia has the second lowest percentage of population with a university degree and the second lowest GDP per head (2). Exception: Switzerland has lower percentage of population with a university degree than Canada or the UK, but higher GDP per head. Analysis of the exception: Other influences, e.g. quality of secondary education, proportion of the population employed in banking.","Responses do not have to be in the format suggested but they should address the expected / normal relationship, offer supporting evidence of that, highlight any exceptions to that, and analyse the overall data."
2023,November,21,1,g,Cambridge stimulus,Discuss whether or not free trade is beneficial for a city such as Cambridge.,6,Reasons why it might: easier to export increased export revenues increased revenue / profits for producers higher growth in the city. easier to import / more imports cheaper imports of goods and materials / lower costs for firms lower prices (of exports). more jobs created reducing the level of unemployment. increase size of the market economies of scale e.g. purchasing / technical / marketing / managerial / financial. increased choice for consumers from increased imports higher quality goods / variety of goods. more competition or more transfer of ideas and knowledge leads to more innovation lower prices encourage entrepreneurship / investment profit incentive. Reasons why it might not: overdependence on foreign markets economic shocks in other countries can negatively affect revenues of firms reduce economic growth and development in the city. free trade could reduce competitiveness of firms other economies might have relatively lower costs cheap imports / more imports stop development of infant industries may lead to job losses in the city. free trade only affects certain producers / firms / workers leads to increased inequality / uneven distribution of income. free trade leads to more environmental degradation due to more production / more need for cross-border transport creating external costs / negative externalities. may increase consumption of demerit goods reduce health. free trade could lead to the creation of global monopolies. reducing the ability of smaller domestic firms to compete.,"Each point may be credited only once, on either side of an argument, but separate development as to how / why the outcome may differ is rewarded."
2023,November,21,1,h,Cambridge stimulus,Discuss whether or not firms in Cambridge will continue to grow.,6,"Reasons why it might: ease of access to a large amount of highly-skilled and educated workers, from all over the world easy to find workers to produce goods and services or lower cost of labour; skilled workers are more productive more innovation / new ideas / high quality products; young workers may be up-to-date with modern technology; good infrastructure such as access to ultra-fast broadband productivity is higher faster production / less delays; good transport links to other cities and international airports easy to export / high demand for their exports easy to reach customers faster deliveries increased demand for goods and services. Reasons why it might not: high land and office costs high cost of production higher capital start-up costs lower profits; high house prices poor air quality may discourage workers from locating in Cambridge difficult for firms to find workers; small population small market limited demand limited scope for revenue / profits for Cambridge firms; overdependence on one sector (e.g. education) limits potential growth from other sectors; skilled workers are available in other cities.","Each point may be credited only once, on either side of an argument, but separate development as to how / why the outcome may differ is rewarded."
2023,November,21,2,Stimulus,"Ski tourism in the Alps with high prices, pandemic impact on tourism firms and role of government intervention",Scenario about tourism firms and government regulation,-,,
2023,November,21,2,a,Alps tourism stimulus,State how average revenue is calculated.,2,Average revenue = total revenue / quantity sold,Accept quantity without 'sold' as the divisor.
2023,November,21,2,b,Alps tourism stimulus,Explain two advantages of a large firm.,4,economies of scale (average) cost lower than smaller firms; finance / capital available ease of getting loans from banks; technological development high productivity; large customer base high revenue / profits; may be well-known increase brand loyalty.,One mark for each of two advantages identified and one mark for each of two explanations. Accept explanation of two different economies of scale. Credit another example of economies of scale e.g. financial economies.
2023,November,21,2,c,Alps tourism stimulus,Analyse the possible causes of higher prices of a product such as ski holidays in the Alps.,6,higher demand / higher popularity from e.g. advertisements / reputation rise in quality rise in price of a substitute / another type of holiday; more inelastic demand quantity demanded less responsive to changes in price e.g. due to higher brand loyalty; higher income of target market luxury good; lower supply e.g. due to better quality; more inelastic supply quantity supplied less responsive to changes in price more regulations; higher cost of production higher labour costs higher minimum wage higher living costs of workers in ski industry; investment in improving facilities e.g. ski lifts may raise costs in the short run.,"Accept any relevant example of a fall in the price of a complement e.g. ski equipment, as a reason for higher demand."
2023,November,21,2,d,Alps tourism stimulus,Discuss whether or not government intervention is beneficial for firms.,8,"Why it might: government could provide subsidies to reduce firms' costs / help boost output / help during natural disasters / help firms survive; government could reduce taxes to reduce cost of production; minimum prices could increase revenues of firms; government spending on education could increase skills of workers; government spending on benefits could increase demand for products; regulations controlling monopolies could promote competition. Why it might not: government regulations could increase cost of production; minimum wage could add to firms' costs, reducing profits; indirect taxes or direct taxes could reduce firms' profits; maximum prices could reduce firms' revenues; trade restrictions could limit competition.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,November,21,3,Stimulus,"Growth of digital money and cryptocurrencies, with potential external costs from energy use and possibility of taxation to reduce market failure",Scenario about digital money and market failure,-,,
2023,November,21,3,a,Digital money stimulus,Identify two types of tax.,2,Direct; Indirect; Progressive; Proportional; Regressive,"Accept any relevant examples of taxes e.g. income tax, tariffs. Accept, but do not expect, specific and ad valorem taxes."
2023,November,21,3,b,Digital money stimulus,Explain two functions of money.,4,a medium of exchange to buy goods and services / to trade; a measure of value / unit of account to measure how much a product is worth; a store of value to allow people to save; a method of deferred payment for borrowing and lending.,One mark each for each of two functions identified and one mark each for each of two explanations.
2023,November,21,3,c,Digital money stimulus,Analyse the consequences of market failure.,6,None,None
2023,November,21,3,d,Digital money stimulus,Discuss whether or not a tax on a product can reduce external costs.,8,"Why it might: tax will increase price, reducing the quantity demanded; if demand for the product is elastic, quantity demanded will be responsive to the price increase, quantity demanded will change significantly; tax will increase the cost of production, therefore decreasing supply; tax will decrease the profits of firms; tax will provide governments additional revenue to help with subsidising less-polluting products. Why it might not: tax is insignificant compared to the final price of the product; tax avoidance / evasion / unofficial or illegal markets; if demand for the product is inelastic, quantity demanded will be unresponsive to the price increase, quantity demanded will not change significantly, e.g. addictive products.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2023,November,21,4,Stimulus,Malaysia moving from exporting natural rubber to producing manufactured goods using rubber,Scenario about specialisation and industrial development,-,,
2023,November,21,4,a,Malaysia stimulus,"Identify, other than natural rubber, two primary-sector products.",2,"e.g. coal, oil, fish, wood, wheat","If more than two products are given, consider the first three. Accept process rather than product e.g. fishing."
2023,November,21,4,b,Malaysia stimulus,Explain two reasons why a country may change its specialisation.,4,Change in quantity / quality of resources discovery of new resources or new technology other economies may be more / less efficient in production of certain products. Change in cost of production change in labour costs e.g. increase in minimum wage change in capital costs e.g. cheaper technology; Changes in demand changes in consumer behaviour change in revenue / profits; Changes in level of competition other countries' producers may gain a competitive advantage.,One mark each for each of two reasons identified and one mark for each of two explanations.
